haralick01,haralick02,haralick03,haralick04,haralick05,haralick06,haralick07,haralick08,haralick09,haralick10,haralick11,haralick12,haralick13,area,perimetro,desvio padrao,mediana,curtose,variância,lacunaridade,dimensao fractal
0.4688319994475181,11825.183518005539,0.5280347572858533,12485.422702404067,0.8181468409865971,377.7673130193906,38116.507291610724,1.275884040743763,1.4577399964224333,0.0027413908371489316,0.6760800432508242,-0.23512929402809568,0.5539765231022556,361.0,76.0,108.90619817071939,255.0,-0.5175438596491233,0.5619514869490164,0.30245415626931516,1.1609640474436813
0.4689734415007833,12264.285714285714,0.5051832955977926,12350.534004747733,0.8113941236692136,379.9434523809524,37137.850304705215,1.27161591124366,1.460224688087731,0.002710083151907788,0.6892926488927773,-0.2180486219640601,0.5316800570355624,340.0,74.0,108.19129155414122,255.0,-0.4448505112553951,0.5549400665915649,0.05050505050505047,1.1609640474436813
0.4590248015270779,12319.407894736842,0.5156521854618271,12669.69267466913,0.8105464292015987,374.719298245614,38359.362803939686,1.290414093108391,1.4798705774565162,0.002709050739560686,0.6891051128149194,-0.2275871182810612,0.5431022229886044,323.0,72.0,109.58811776627772,255.0,-0.5855614973262036,0.568796458994521,0.0555555555555556,1.111196210668223
0.4554643649262915,12716.447368421053,0.5001128077679848,12669.692674669132,0.804440571949358,374.71929824561397,37962.32333025548,1.2945198594900091,1.4900822949905252,0.0026812348286170415,0.7011691442399567,-0.21537897265856226,0.5286604028514967,323.0,72.0,109.58811776627772,255.0,-0.585561497326204,0.568796458994521,0.0555555555555556,1.1609640474436813
0.45157939955262605,12811.513157894737,0.49987851881839196,12761.045701562018,0.8029786061283988,373.1820175438596,38232.66964835335,1.3024698504516499,1.4994942742562594,0.002672834956015541,0.7051840883891267,-0.21343881153879438,0.5297369296561146,323.0,72.0,110.0062419314872,255.0,-0.6266428956424401,0.5730735416443874,0.0555555555555556,1.1609640474436813
0.45201021176444434,12364.464285714286,0.5216844643965213,12878.640297264736,0.8098535311150266,371.17559523809524,39150.09690334467,1.3049838090672987,1.4951332021578685,0.00270445773997831,0.6914641480841626,-0.23052673303089244,0.5508423752712495,340.0,74.0,110.61229443429947,255.0,-0.6853635856425524,0.5793867843991575,0.05050505050505047,1.1609640474436813
0.4550313254280669,12476.63434903047,0.5122974210800186,12747.118592144587,0.8081285278345512,373.4211680517082,38511.84001954788,1.2979111288529661,1.4897855517523197,0.0026964565512211927,0.694875271873546,-0.22353308047586107,0.5410886620375146,342.0,74.0,110.02807813389879,255.0,-0.6287754798393097,0.5732986382953728,0.05263157894736842,1.1609640474436813
0.4328787809889568,12980.779194078947,0.5149577665274029,13329.444559789426,0.8003755544846838,363.12088815789474,40336.99904507877,1.3383357596026255,1.5379632750825019,0.0026633181829417503,0.7087653832310143,-0.22505193564276263,0.5476886977410185,304.0,70.0,112.5,255.0,-0.862222222222222,0.6,0.0588235294117648,1.4036774610288019
0.44451048804062265,12420.065789473683,0.5282369331736951,13114.632920706372,0.8089984653911715,367.0328947368421,40038.46589335181,1.318788461215154,1.509792933179378,0.00270257333394959,0.6917760361263486,-0.23675789018579477,0.5581971310736659,323.0,72.0,111.61814088668562,255.0,-0.7807176513229432,0.5901818420974785,0.0555555555555556,1.111196210668223
0.46543875745127233,11859.230889724311,0.5306954555055154,12591.3643721278,0.8176232447063588,376.0273600668337,38506.22659878691,1.2817599167134963,1.4641394767246352,0.0027403380904459326,0.6760934226013242,-0.2383512704947578,0.5568322943983575,360.0,76.0,109.38471091090234,255.0,-0.5654058851641981,0.5667380814627975,0.04784688995215305,1.0577386087099674
